customer_id,age,job,marital,income,visits,active_visits,purchases,dollars,unsubscribe
1322,49,blue-collar,married,middle,0,0,0,0,0
1323,48,management,married,middle,0,0,0,0,0
1324,32,technician,divorced,high,0,0,0,0,0
1325,31,admin.,single,low,0,0,0,0,0
1326,55,management,single,middle,0,0,0,0,0
1327,40,blue-collar,single,middle,0,0,0,0,1
1328,47,technician,married,middle,0,0,0,0,0
1329,57,technician,married,middle,0,0,0,0,0
1330,41,blue-collar,married,middle,0,0,0,0,0
1331,48,blue-collar,married,low,0,0,0,0,0
1332,42,blue-collar,married,low,0,0,0,0,0
1333,30,blue-collar,single,low,0,0,0,0,0
1334,58,management,single,high,0,0,0,0,1
1335,45,management,divorced,high,0,0,0,0,0
1336,49,blue-collar,married,low,0,0,0,0,0
1337,42,admin.,single,high,8,2,1,99.99,0
1338,53,technician,married,low,0,0,0,0,0
1339,51,admin.,single,low,0,0,0,0,0
1340,32,services,single,middle,0,0,0,0,0
1341,41,blue-collar,single,middle,0,0,0,0,1
1342,43,management,divorced,middle,2,0,0,0,0
1343,40,blue-collar,divorced,low,0,0,0,0,0
1344,50,blue-collar,married,high,0,0,0,0,0
1345,34,management,married,low,0,0,0,0,0
1346,53,services,married,low,0,0,0,0,0
1347,45,technician,married,low,8,0,0,0,0
1348,39,blue-collar,married,low,0,0,0,0,0
1349,44,services,married,middle,0,0,0,0,0
1350,55,management,married,middle,0,0,0,0,0
1351,46,management,single,middle,0,0,0,0,0
1352,45,blue-collar,married,low,0,0,0,0,0
1353,34,admin.,married,middle,0,0,0,0,0
1354,36,blue-collar,married,low,0,0,0,0,0
1355,59,unknown,divorced,low,0,0,0,0,0
1356,31,admin.,single,low,0,0,0,0,0
1357,44,blue-collar,single,low,0,0,0,0,0
1358,33,entrepreneur,single,high,0,0,0,0,0
1359,40,blue-collar,married,middle,0,0,0,0,0
1360,46,admin.,single,middle,0,0,0,0,0
1361,48,management,married,middle,0,0,0,0,0
1362,42,services,married,high,0,0,0,0,0
1363,27,services,married,low,0,0,0,0,0
1364,48,admin.,married,middle,0,0,0,0,0
1365,59,admin.,married,middle,0,0,0,0,0
1366,46,technician,married,middle,0,0,0,0,0
1367,38,admin.,divorced,middle,0,0,0,0,1
1368,43,management,divorced,low,0,0,0,0,0
1369,38,admin.,divorced,low,0,0,0,0,0
1370,23,student,single,middle,0,0,0,0,0
1371,34,services,married,low,0,0,0,0,0
1372,38,admin.,married,low,0,0,0,0,0
1373,37,blue-collar,married,high,0,0,0,0,0
1374,25,admin.,single,middle,0,0,0,0,0
1375,48,blue-collar,married,middle,0,0,0,0,0
1376,49,blue-collar,single,middle,0,0,0,0,0
1377,38,admin.,single,middle,0,0,0,0,0
1378,43,blue-collar,married,low,0,0,0,0,0
1379,33,management,married,low,0,0,0,0,0
1380,55,blue-collar,married,middle,0,0,0,0,1
1381,38,blue-collar,married,middle,0,0,0,0,0
1382,49,services,married,middle,3,0,0,0,0
1383,40,management,married,high,0,0,0,0,0
1384,43,admin.,married,middle,0,0,0,0,1
1385,38,blue-collar,married,low,0,0,0,0,0
1386,58,services,married,high,0,0,0,0,0
1387,57,technician,married,middle,0,0,0,0,1
1388,32,unemployed,married,low,0,0,0,0,0
1389,56,management,married,middle,4,1,1,3.99,0
1390,58,blue-collar,divorced,low,0,0,0,0,0
1391,60,retired,divorced,middle,0,0,0,0,0
1392,37,technician,married,high,0,0,0,0,0
1393,46,technician,divorced,middle,0,0,0,0,0
1394,27,admin.,married,low,0,0,0,0,0
1395,43,blue-collar,married,high,0,0,0,0,0
1396,32,technician,single,low,0,0,0,0,0
1397,40,admin.,single,middle,0,0,0,0,0
1398,38,admin.,married,low,0,0,0,0,0
1399,34,blue-collar,married,middle,0,0,0,0,0
1400,47,blue-collar,married,middle,0,0,0,0,1
1401,42,domestic,married,low,0,0,0,0,0
1402,48,technician,married,middle,0,0,0,0,0
1403,29,self-employed,single,low,0,0,0,0,0
1404,50,services,married,middle,0,0,0,0,0
1405,52,technician,married,low,0,0,0,0,0
1406,50,management,married,low,0,0,0,0,0
1407,58,retired,married,low,0,0,0,0,0
1408,46,blue-collar,divorced,high,6,0,0,0,0
1409,38,technician,married,middle,0,0,0,0,0
1410,46,blue-collar,married,high,0,0,0,0,0
1411,32,services,single,middle,0,0,0,0,0
1412,51,blue-collar,married,middle,0,0,0,0,0
1413,39,admin.,single,low,0,0,0,0,0
1414,48,admin.,married,middle,0,0,0,0,0
1415,36,entrepreneur,married,high,0,0,0,0,0
1416,34,admin.,divorced,low,0,0,0,0,0
1417,40,technician,married,low,9,1,0,0,0
1418,43,unemployed,married,low,0,0,0,0,0
1419,52,blue-collar,divorced,low,0,0,0,0,0
1420,33,technician,married,low,0,0,0,0,0
1421,49,management,single,middle,0,0,0,0,0
1422,32,management,single,middle,0,0,0,0,0
1423,39,admin.,single,middle,0,0,0,0,0
1424,40,blue-collar,married,low,0,0,0,0,0
1425,38,technician,single,low,0,0,0,0,0
1426,43,management,married,middle,0,0,0,0,0
1427,39,services,married,high,0,0,0,0,1
1428,54,blue-collar,married,high,0,0,0,0,0
1429,38,technician,single,high,0,0,0,0,0
1430,40,blue-collar,married,middle,0,0,0,0,0
1431,55,admin.,married,middle,0,0,0,0,0
1432,42,management,married,high,0,0,0,0,0
1433,39,blue-collar,married,low,0,0,0,0,0
1434,40,blue-collar,married,low,0,0,0,0,0
1435,32,blue-collar,married,middle,0,0,0,0,0
1436,55,admin.,married,middle,0,0,0,0,0
1437,45,blue-collar,married,low,0,0,0,0,0
1438,35,management,single,middle,0,0,0,0,0
1439,58,technician,divorced,middle,0,0,0,0,0
1440,35,admin.,married,middle,0,0,0,0,0
1441,49,services,married,low,0,0,0,0,0
1442,34,technician,single,middle,0,0,0,0,0
1443,36,blue-collar,married,middle,0,0,0,0,0
1444,24,self-employed,single,low,0,0,0,0,0
1445,34,technician,married,middle,1,0,0,0,1
1446,51,admin.,divorced,middle,0,0,0,0,0
1447,39,technician,single,high,0,0,0,0,0
1448,50,self-employed,married,low,0,0,0,0,0
1449,32,services,single,middle,0,0,0,0,1
1450,42,blue-collar,married,middle,0,0,0,0,0
1451,50,technician,married,middle,0,0,0,0,0
1452,40,services,married,low,0,0,0,0,0
1453,46,management,divorced,low,0,0,0,0,0
1454,37,management,married,middle,0,0,0,0,1
1455,34,blue-collar,married,middle,0,0,0,0,0
1456,44,blue-collar,married,middle,0,0,0,0,0
1457,40,admin.,single,low,0,0,0,0,0
1458,37,technician,married,low,0,0,0,0,0
1459,33,blue-collar,single,low,0,0,0,0,0
1460,35,blue-collar,married,low,0,0,0,0,0
1461,58,blue-collar,divorced,low,0,0,0,0,0
1462,39,blue-collar,married,low,0,0,0,0,0
1463,43,blue-collar,married,low,0,0,0,0,0
1464,39,unemployed,married,middle,0,0,0,0,0
1465,36,services,single,low,0,0,0,0,0
1466,57,retired,single,high,2,0,0,0,0
1467,36,admin.,single,low,37,16,15,706.85,0
1468,50,blue-collar,married,low,0,0,0,0,0
1469,55,blue-collar,married,low,0,0,0,0,0
1470,44,self-employed,married,middle,0,0,0,0,0
1471,44,services,divorced,middle,0,0,0,0,0
1472,39,domestic,single,middle,0,0,0,0,0
1473,46,blue-collar,married,high,0,0,0,0,0
1474,39,blue-collar,married,middle,0,0,0,0,0
1475,34,admin.,married,middle,0,0,0,0,0
1476,40,blue-collar,married,middle,0,0,0,0,0
1477,50,management,married,middle,0,0,0,0,0
1478,31,management,single,middle,1,0,0,0,0
1479,37,admin.,single,middle,0,0,0,0,0
1480,39,management,single,high,0,0,0,0,0
1481,51,blue-collar,married,high,0,0,0,0,0
1482,41,technician,married,middle,0,0,0,0,0
1483,41,technician,married,middle,0,0,0,0,0
1484,43,blue-collar,married,low,0,0,0,0,0
1485,30,services,single,middle,0,0,0,0,0
1486,54,management,divorced,low,0,0,0,0,0
1487,43,blue-collar,divorced,middle,0,0,0,0,0
1488,59,management,divorced,low,0,0,0,0,0
1489,47,technician,married,middle,0,0,0,0,0
1490,40,blue-collar,married,low,0,0,0,0,0
1491,32,technician,married,low,0,0,0,0,0
1492,29,blue-collar,married,low,0,0,0,0,0
1493,36,blue-collar,married,low,0,0,0,0,0
1494,55,unemployed,married,high,0,0,0,0,0
1495,30,blue-collar,divorced,low,0,0,0,0,0
1496,39,admin.,single,low,0,0,0,0,0
1497,39,blue-collar,divorced,low,0,0,0,0,0
1498,50,blue-collar,divorced,low,0,0,0,0,0
1499,44,blue-collar,married,low,0,0,0,0,0
1500,37,technician,single,low,0,0,0,0,0
1501,46,admin.,married,middle,0,0,0,0,0
1502,32,technician,single,low,0,0,0,0,0
1503,37,management,single,middle,0,0,0,0,0
1504,29,blue-collar,married,low,0,0,0,0,0
1505,41,blue-collar,married,middle,0,0,0,0,0
1506,45,blue-collar,married,high,0,0,0,0,0
1507,57,retired,divorced,low,0,0,0,0,0
1508,48,blue-collar,single,low,0,0,0,0,0
1509,60,retired,married,low,0,0,0,0,0
1510,26,admin.,single,middle,0,0,0,0,0
1511,58,retired,married,high,0,0,0,0,0
1512,34,admin.,married,middle,0,0,0,0,0
1513,55,unemployed,divorced,middle,0,0,0,0,0
1514,41,blue-collar,married,low,0,0,0,0,0
1515,50,management,divorced,high,0,0,0,0,0
1516,49,entrepreneur,married,middle,0,0,0,0,0
1517,44,admin.,married,low,0,0,0,0,0
1518,44,blue-collar,married,middle,0,0,0,0,0
1519,31,technician,married,low,0,0,0,0,0
1520,34,blue-collar,single,high,0,0,0,0,0
1521,46,management,single,high,0,0,0,0,0
1522,42,management,married,middle,0,0,0,0,0
1523,52,admin.,married,middle,0,0,0,0,0
1524,29,management,single,low,0,0,0,0,0
1525,53,retired,married,middle,0,0,0,0,0
1526,43,blue-collar,married,high,0,0,0,0,0
1527,38,management,married,middle,0,0,0,0,0
1528,46,management,married,middle,0,0,0,0,0
1529,48,management,divorced,middle,0,0,0,0,0
1530,30,admin.,divorced,low,0,0,0,0,0
1531,44,blue-collar,married,middle,0,0,0,0,0
1532,31,domestic,married,middle,0,0,0,0,0
1533,42,services,single,middle,0,0,0,0,0
1534,40,management,single,high,0,0,0,0,0
1535,52,admin.,married,high,0,0,0,0,0
1536,45,blue-collar,divorced,middle,0,0,0,0,0
1537,48,blue-collar,married,middle,0,0,0,0,0
1538,45,blue-collar,married,low,0,0,0,0,0
1539,34,blue-collar,married,middle,0,0,0,0,0
1540,34,blue-collar,married,low,0,0,0,0,0
1541,46,blue-collar,married,low,0,0,0,0,0
1542,49,services,divorced,middle,0,0,0,0,1
1543,50,technician,married,middle,0,0,0,0,0
1544,34,admin.,single,low,0,0,0,0,0
1545,40,unemployed,single,low,0,0,0,0,0
1546,36,admin.,married,middle,0,0,0,0,1
1547,59,blue-collar,divorced,middle,0,0,0,0,0
1548,45,blue-collar,married,low,0,0,0,0,0
1549,36,self-employed,married,middle,0,0,0,0,0
1550,56,services,married,middle,0,0,0,0,0
1551,42,services,divorced,middle,0,0,0,0,0
1552,30,admin.,married,low,0,0,0,0,0
1553,30,student,single,low,0,0,0,0,0
1554,47,self-employed,married,middle,0,0,0,0,0
1555,33,blue-collar,married,low,0,0,0,0,1
1556,36,admin.,married,low,0,0,0,0,0
1557,39,services,divorced,middle,22,3,2,86.98,0
1558,56,admin.,divorced,middle,0,0,0,0,0
1559,39,blue-collar,divorced,middle,3,1,1,46.99,0
1560,42,technician,married,middle,0,0,0,0,0
1561,52,blue-collar,married,high,0,0,0,0,0
1562,36,admin.,divorced,middle,0,0,0,0,0
1563,35,entrepreneur,married,middle,0,0,0,0,0
1564,47,technician,married,low,64,49,44,2364.56,0
1565,59,services,divorced,low,0,0,0,0,0
1566,57,blue-collar,married,high,0,0,0,0,0
1567,38,management,married,high,0,0,0,0,0
1568,46,unemployed,married,low,0,0,0,0,0
1569,34,blue-collar,married,low,2,0,0,0,0
1570,28,services,single,high,0,0,0,0,0
1571,38,technician,married,middle,0,0,0,0,0
1572,56,blue-collar,married,high,0,0,0,0,0
1573,41,blue-collar,single,low,0,0,0,0,0
1574,52,technician,married,low,0,0,0,0,0
1575,54,services,married,middle,0,0,0,0,0
1576,61,retired,married,middle,0,0,0,0,0
1577,53,entrepreneur,married,middle,0,0,0,0,0
1578,47,technician,married,low,0,0,0,0,0
1579,53,blue-collar,married,low,0,0,0,0,0
1580,46,services,married,middle,0,0,0,0,0
1581,39,blue-collar,divorced,middle,0,0,0,0,0
1582,56,technician,divorced,low,0,0,0,0,0
1583,55,services,divorced,high,0,0,0,0,0
1584,44,management,married,low,8,0,0,0,0
1585,37,technician,married,low,0,0,0,0,0
1586,35,blue-collar,married,low,0,0,0,0,0
