campaign ,id,opened,clicked,purchased,dollars,unsub
B,2638,1,1,1,2.99,0
B,2647,0,0,0,0,0
B,2648,0,0,0,0,0
B,2667,0,0,0,0,0
B,2672,0,0,0,0,0
B,2674,0,0,0,0,0
B,2679,0,0,0,0,0
B,2702,1,0,0,0,0
B,2707,0,0,0,0,0
B,2708,1,0,0,0,0
B,2719,1,0,0,0,0
B,2721,1,0,0,0,0
B,2725,0,0,0,0,0
B,2726,1,0,0,0,0
B,2727,0,0,0,0,0
B,2733,0,0,0,0,0
B,2734,0,0,0,0,0
B,2738,0,0,0,0,0
B,2744,1,0,0,0,0
B,2746,1,0,0,0,0
B,2747,1,0,0,0,0
B,2760,1,0,0,0,0
B,2765,0,0,0,0,0
B,2767,1,0,0,0,0
B,2769,0,0,0,0,0
B,2770,1,0,0,0,0
B,2771,0,0,0,0,0
B,2789,0,0,0,0,0
B,2802,0,0,0,0,0
B,2808,1,0,0,0,0
B,2824,1,0,0,0,0
B,2828,0,0,0,0,0
B,2834,0,0,0,0,0
B,2846,1,0,0,0,0
B,2852,0,0,0,0,0
B,2874,0,0,0,0,1
B,2880,0,0,0,0,0
B,2904,1,0,0,0,0
B,2907,0,0,0,0,0
B,2917,0,0,0,0,0
B,2918,0,0,0,0,0
B,2919,0,0,0,0,0
B,2924,0,0,0,0,0
B,2942,0,0,0,0,0
B,2943,1,0,0,0,0
B,2960,0,0,0,0,0
B,2967,0,0,0,0,0
B,2975,1,0,0,0,0
B,2976,1,0,0,0,0
B,2981,0,0,0,0,0
B,2997,0,0,0,0,0
B,2998,0,0,0,0,0
B,3009,1,0,0,0,0
B,3024,0,0,0,0,0
B,3032,1,0,0,0,0
B,3049,0,0,0,0,0
B,3054,0,0,0,0,0
B,3059,1,0,0,0,0
B,3061,0,0,0,0,0
B,3062,1,0,0,0,0
B,3065,1,0,0,0,0
B,3073,0,0,0,0,0
B,3086,1,0,0,0,0
B,3108,0,0,0,0,0
B,3109,0,0,0,0,1
B,3113,0,0,0,0,0
B,3127,0,0,0,0,0
B,3141,1,0,0,0,0
B,3146,1,0,0,0,0
B,3152,0,0,0,0,0
B,3153,1,0,0,0,0
B,3167,0,0,0,0,0
B,3180,1,1,0,0,0
B,3181,1,0,0,0,0
B,3193,0,0,0,0,0
B,3195,0,0,0,0,0
B,3200,1,1,1,52.99,0
B,3215,1,0,0,0,0
B,3216,0,0,0,0,0
B,3226,0,0,0,0,0
B,3237,0,0,0,0,0
B,3239,1,0,0,0,0
B,3249,0,0,0,0,0
B,3252,0,0,0,0,0
B,3268,1,0,0,0,0
B,3276,1,0,0,0,0
B,3281,0,0,0,0,0
B,3284,0,0,0,0,0
B,3285,1,0,0,0,0
B,3286,1,0,0,0,0
B,3293,0,0,0,0,0
B,3308,1,0,0,0,0
B,3315,1,0,0,0,0
B,3317,1,0,0,0,0
B,3322,1,0,0,0,0
B,3326,1,0,0,0,0
B,3329,0,0,0,0,0
B,3333,1,0,0,0,0
B,3337,0,0,0,0,0
B,3345,1,0,0,0,0
B,3351,1,0,0,0,0
B,3352,1,0,0,0,0
B,3356,1,0,0,0,0
B,3372,1,0,0,0,0
B,3374,0,0,0,0,0
B,3381,1,0,0,0,0
B,3388,1,0,0,0,0
B,3389,1,0,0,0,0
B,3404,1,0,0,0,0
B,3410,1,0,0,0,0
B,3411,0,0,0,0,0
B,3423,1,1,0,0,0
B,3427,1,0,0,0,0
B,3443,0,0,0,0,0
B,3473,0,0,0,0,0
B,3476,1,0,0,0,0
B,3486,0,0,0,0,0
B,3498,0,0,0,0,0
B,3502,0,0,0,0,0
B,3527,1,1,0,0,0
B,3534,1,0,0,0,0
B,3536,1,0,0,0,0
B,3537,0,0,0,0,0
B,3545,1,0,0,0,0
B,3546,1,0,0,0,0
B,3561,1,0,0,0,0
B,3564,1,0,0,0,0
B,3571,0,0,0,0,0
B,3579,0,0,0,0,0
B,3592,0,0,0,0,0
B,3601,1,0,0,0,0
B,3602,1,0,0,0,0
B,3605,0,0,0,0,0
B,3609,1,1,1,16.99,0
B,3627,1,0,0,0,0
B,3631,0,0,0,0,1
B,3632,0,0,0,0,0
B,3646,0,0,0,0,0
B,3652,1,0,0,0,0
B,3653,0,0,0,0,0
B,3671,0,0,0,0,0
B,3687,0,0,0,0,0
B,3699,1,0,0,0,0
B,3701,1,0,0,0,0
B,3705,1,1,1,96.99,0
B,3717,1,1,0,0,0
B,3721,0,0,0,0,0
B,3728,0,0,0,0,0
B,3743,1,0,0,0,0
B,3747,0,0,0,0,0
B,3748,1,0,0,0,0
B,3752,0,0,0,0,0
B,3755,0,0,0,0,0
B,3760,0,0,0,0,0
B,3763,1,0,0,0,0
B,3767,0,0,0,0,0
B,3770,1,0,0,0,0
B,3771,1,0,0,0,0
B,3778,0,0,0,0,0
B,3789,0,0,0,0,0
B,3790,0,0,0,0,0
B,3807,1,0,0,0,0
B,3813,1,0,0,0,0
B,3816,0,0,0,0,0
B,3830,1,0,0,0,0
B,3846,0,0,0,0,0
B,3856,1,0,0,0,0
B,3860,1,1,0,0,0
B,3863,1,0,0,0,0
B,3875,0,0,0,0,0
B,3876,1,0,0,0,0
B,3879,1,0,0,0,0
B,3892,0,0,0,0,0
B,3893,0,0,0,0,0
B,3914,0,0,0,0,0
B,3915,1,0,0,0,0
B,3917,0,0,0,0,0
B,3938,1,0,0,0,0
B,3960,0,0,0,0,0
B,3961,0,0,0,0,0
B,3965,0,0,0,0,0
B,3971,0,0,0,0,0
B,3977,0,0,0,0,0
B,3984,1,0,0,0,0
B,3990,1,0,0,0,0
B,3996,0,0,0,0,0
B,3998,0,0,0,0,0
B,4009,1,0,0,0,0
B,4011,0,0,0,0,1
B,4025,0,0,0,0,0
B,4030,0,0,0,0,0
B,4044,1,0,0,0,0
B,4045,0,0,0,0,0
B,4051,1,0,0,0,0
B,4053,1,0,0,0,0
B,4054,1,0,0,0,0
B,4056,1,0,0,0,0
B,4060,0,0,0,0,1
B,4070,0,0,0,0,0
B,4075,1,0,0,0,0
B,4083,0,0,0,0,0
B,4097,0,0,0,0,0
B,4100,1,1,1,74.99,0
B,4109,0,0,0,0,0
B,4114,1,1,1,82.99,0
B,4118,0,0,0,0,0
B,4121,0,0,0,0,0
B,4127,0,0,0,0,0
B,4128,1,0,0,0,0
B,4141,1,0,0,0,0
B,4156,0,0,0,0,0
B,4161,0,0,0,0,0
B,4168,0,0,0,0,0
B,4169,0,0,0,0,0
B,4197,0,0,0,0,0
B,4199,1,0,0,0,0
B,4208,0,0,0,0,0
B,4219,0,0,0,0,0
B,4220,0,0,0,0,0
B,4222,1,0,0,0,0
B,4223,0,0,0,0,0
B,4241,0,0,0,0,0
B,4242,0,0,0,0,0
B,4244,0,0,0,0,0
B,4245,1,0,0,0,0
B,4248,1,0,0,0,0
B,4252,0,0,0,0,0
B,4254,1,0,0,0,0
B,4257,0,0,0,0,0
B,4268,1,0,0,0,0
B,4271,1,0,0,0,0
B,4272,0,0,0,0,0
B,4277,0,0,0,0,0
B,4292,0,0,0,0,0
B,4294,0,0,0,0,0
B,4314,0,0,0,0,0
B,4330,1,0,0,0,0
B,4338,0,0,0,0,0
B,4350,1,0,0,0,0
B,4352,0,0,0,0,0
B,4356,1,0,0,0,0
B,4365,0,0,0,0,0
B,4370,0,0,0,0,0
B,4386,1,0,0,0,0
B,4393,0,0,0,0,0
B,4414,1,0,0,0,0
B,4427,0,0,0,0,0
B,4429,1,0,0,0,0
B,4433,1,0,0,0,0
B,4436,1,0,0,0,0
B,4439,0,0,0,0,0
B,4516,1,0,0,0,0
B,4519,0,0,0,0,0
B,4521,1,0,0,0,0
B,4533,0,0,0,0,0
B,4534,1,0,0,0,0
B,4535,1,0,0,0,0
B,4543,1,0,0,0,0
B,4549,1,0,0,0,0
B,4579,1,0,0,0,0
B,4583,0,0,0,0,0
B,4593,0,0,0,0,0
B,4597,1,0,0,0,0
B,4599,0,0,0,0,0
B,4600,0,0,0,0,1
B,4602,1,0,0,0,0
B,4603,1,0,0,0,0
B,4605,1,0,0,0,0
B,4606,1,0,0,0,0
B,4613,0,0,0,0,1
B,4619,0,0,0,0,0
B,4623,0,0,0,0,0
B,4633,0,0,0,0,0
B,4649,0,0,0,0,0
B,4652,1,0,0,0,0
B,4657,1,0,0,0,0
B,4661,1,0,0,0,0
B,4669,1,0,0,0,0
B,4683,1,0,0,0,0
B,4736,1,0,0,0,0
B,4743,0,0,0,0,0
B,4765,1,0,0,0,0
B,4770,0,0,0,0,0
B,4788,0,0,0,0,0
B,4795,1,0,0,0,0
B,4813,1,0,0,0,0
B,4814,0,0,0,0,0
B,4819,1,0,0,0,0
B,4826,0,0,0,0,0
B,4835,0,0,0,0,0
B,4841,0,0,0,0,0
B,4846,1,0,0,0,0
B,4848,1,0,0,0,0
B,4851,0,0,0,0,0
B,4865,1,0,0,0,0
B,4867,0,0,0,0,0
B,4870,1,0,0,0,0
B,4872,0,0,0,0,0
B,4873,1,0,0,0,0
B,4884,1,1,1,85.99,0
B,4888,0,0,0,0,0
B,4891,1,0,0,0,0
B,4904,1,0,0,0,0
B,4908,0,0,0,0,0
B,4909,0,0,0,0,0
B,4914,1,0,0,0,0
B,4917,0,0,0,0,0
B,4952,0,0,0,0,0
B,4961,0,0,0,0,1
B,4981,1,0,0,0,0
B,4983,1,0,0,0,0
B,4991,0,0,0,0,0
B,4999,1,0,0,0,0
B,5002,1,1,0,0,0
B,5009,0,0,0,0,0
B,5031,1,0,0,0,0
B,5032,0,0,0,0,0
B,5036,0,0,0,0,0
B,5053,1,1,0,0,0
B,5054,1,0,0,0,0
B,5055,0,0,0,0,0
B,5066,1,0,0,0,0
B,5072,0,0,0,0,0
B,5086,0,0,0,0,0
B,5088,1,0,0,0,0
B,5090,0,0,0,0,0
B,5091,1,1,0,0,0
B,5108,1,0,0,0,0
B,5114,1,0,0,0,0
B,5118,1,0,0,0,0
B,5120,1,0,0,0,0
B,5123,0,0,0,0,0
B,5129,0,0,0,0,0
B,5134,1,0,0,0,0
B,5151,0,0,0,0,0
B,5174,1,0,0,0,0
B,5175,0,0,0,0,0
B,5196,1,1,0,0,0
B,5199,0,0,0,0,0
B,5207,1,0,0,0,0
B,5212,0,0,0,0,0
B,5221,0,0,0,0,1
B,5232,0,0,0,0,0
B,5237,0,0,0,0,0
B,5248,0,0,0,0,0
B,5254,0,0,0,0,1
B,5255,0,0,0,0,0
B,5257,1,0,0,0,0
B,5269,0,0,0,0,0
B,5271,0,0,0,0,0
B,5297,0,0,0,0,0
B,5300,1,0,0,0,0
B,5318,0,0,0,0,0
B,5322,0,0,0,0,0
B,5350,1,0,0,0,0
B,5352,1,0,0,0,0
B,5362,0,0,0,0,0
B,5369,1,0,0,0,0
B,5373,0,0,0,0,0
B,5374,1,0,0,0,0
B,5376,1,0,0,0,0
B,5385,0,0,0,0,0
B,5402,1,0,0,0,0
B,5414,0,0,0,0,0
B,5415,1,0,0,0,0
B,5428,0,0,0,0,0
B,5429,0,0,0,0,1
B,5447,0,0,0,0,0
B,5456,1,0,0,0,0
B,5460,1,0,0,0,0
B,5472,1,0,0,0,0
B,5490,0,0,0,0,0
B,5491,1,0,0,0,0
B,5492,0,0,0,0,0
B,5520,1,0,0,0,0
B,5534,0,0,0,0,0
B,5551,1,0,0,0,0
B,5570,0,0,0,0,0
B,5572,0,0,0,0,0
B,5583,0,0,0,0,0
B,5587,0,0,0,0,0
B,5588,0,0,0,0,0
B,5590,0,0,0,0,0
B,5592,0,0,0,0,0
B,5600,0,0,0,0,0
B,5606,0,0,0,0,0
B,5615,1,0,0,0,0
B,5620,0,0,0,0,0
B,5628,1,0,0,0,0
B,5634,1,0,0,0,0
B,5639,1,0,0,0,0
B,5655,0,0,0,0,0
B,5661,1,0,0,0,0
B,5683,0,0,0,0,0
B,5685,0,0,0,0,0
B,5689,1,0,0,0,0
B,5697,0,0,0,0,0
B,5707,0,0,0,0,0
B,5737,0,0,0,0,0
B,5754,1,0,0,0,0
B,5761,1,0,0,0,0
B,5769,0,0,0,0,0
B,5777,1,0,0,0,0
B,5783,1,0,0,0,0
B,5788,0,0,0,0,0
B,5798,0,0,0,0,0
B,5805,0,0,0,0,0
B,5827,0,0,0,0,0
B,5840,1,0,0,0,0
B,5843,0,0,0,0,0
B,5847,1,0,0,0,0
B,5858,0,0,0,0,0
B,5870,0,0,0,0,0
B,5871,1,0,0,0,0
B,5894,1,0,0,0,0
B,5896,1,0,0,0,0
B,5903,1,0,0,0,0
B,5912,1,0,0,0,0
B,5914,1,0,0,0,0
B,5936,1,0,0,0,0
B,5938,1,0,0,0,0
B,5939,1,0,0,0,0
B,5957,0,0,0,0,0
B,5963,0,0,0,0,0
B,5978,0,0,0,0,0
B,5984,0,0,0,0,0
B,5988,0,0,0,0,0
B,6000,1,0,0,0,0
B,6013,1,0,0,0,0
B,6014,0,0,0,0,0
B,6019,0,0,0,0,0
B,6021,0,0,0,0,0
B,6023,0,0,0,0,0
B,6043,0,0,0,0,0
B,6052,1,0,0,0,0
B,6056,1,0,0,0,0
B,6066,1,0,0,0,0
B,6074,0,0,0,0,0
B,6075,1,0,0,0,0
B,6077,1,0,0,0,0
B,6081,1,0,0,0,0
B,6085,1,0,0,0,0
B,6092,0,0,0,0,0
B,6094,1,0,0,0,0
B,6098,0,0,0,0,1
B,6105,1,0,0,0,0
B,6116,1,0,0,0,0
B,6132,1,0,0,0,0
B,6139,0,0,0,0,0
B,6144,0,0,0,0,0
B,6150,0,0,0,0,0
B,6153,1,0,0,0,0
B,6156,1,0,0,0,0
B,6158,0,0,0,0,0
B,6168,0,0,0,0,0
B,6184,1,0,0,0,0
B,6186,0,0,0,0,0
B,6189,0,0,0,0,0
B,6193,1,0,0,0,0
B,6195,0,0,0,0,0
B,6208,0,0,0,0,0
B,6210,1,0,0,0,0
B,6211,1,0,0,0,0
B,6223,1,0,0,0,0
B,6226,0,0,0,0,0
B,6232,0,0,0,0,0
B,6237,1,1,1,44.99,0
B,6240,0,0,0,0,0
B,6242,1,0,0,0,0
B,6243,0,0,0,0,0
B,6257,0,0,0,0,0
B,6263,0,0,0,0,0
B,6271,0,0,0,0,0
B,6274,0,0,0,0,0
B,6280,0,0,0,0,0
B,6296,0,0,0,0,0
B,6306,1,0,0,0,0
B,6316,1,0,0,0,0
B,6317,1,0,0,0,0
B,6321,0,0,0,0,1
B,6324,0,0,0,0,0
B,6334,1,0,0,0,0
B,6351,1,0,0,0,0
B,6355,0,0,0,0,0
B,6356,0,0,0,0,0
B,6359,0,0,0,0,0
B,6361,1,0,0,0,0
B,6391,1,0,0,0,0
B,6392,0,0,0,0,0
B,6402,1,0,0,0,0
B,6408,1,0,0,0,0
B,6410,1,0,0,0,0
B,6418,0,0,0,0,0
B,6424,1,0,0,0,0
B,6430,1,0,0,0,0
B,6446,0,0,0,0,0
B,6449,0,0,0,0,0
B,6464,1,0,0,0,0
B,6479,1,0,0,0,0
B,6484,1,1,1,51.99,0
B,6489,0,0,0,0,0
B,6492,0,0,0,0,0
B,6493,1,0,0,0,0
B,6532,1,0,0,0,0
B,6536,0,0,0,0,0
B,6537,1,0,0,0,0
B,6541,1,0,0,0,0
B,6561,0,0,0,0,1
B,6568,1,0,0,0,0
B,6569,0,0,0,0,0
B,6595,0,0,0,0,0
B,6598,1,1,0,0,0
B,6606,1,0,0,0,0
B,6607,0,0,0,0,0
B,6613,0,0,0,0,0
B,6620,0,0,0,0,0
B,6640,0,0,0,0,0
B,6643,0,0,0,0,1
B,6647,0,0,0,0,0
B,6656,1,1,1,56.99,0
B,6672,1,0,0,0,0
B,6681,0,0,0,0,0
B,6702,1,0,0,0,0
B,6710,1,0,0,0,0
B,6713,0,0,0,0,0
B,6714,0,0,0,0,1
B,6715,0,0,0,0,1
B,6716,1,0,0,0,0
B,6721,0,0,0,0,0
B,6722,1,0,0,0,0
B,6723,0,0,0,0,1
B,6770,0,0,0,0,0
B,6777,1,0,0,0,0
B,6789,0,0,0,0,0
B,6790,1,0,0,0,0
B,6792,0,0,0,0,0
B,6847,1,0,0,0,0
B,6866,0,0,0,0,0
B,6867,1,0,0,0,0
B,6886,0,0,0,0,0
B,6909,0,0,0,0,0
B,6914,0,0,0,0,0
B,6933,0,0,0,0,0
B,6943,1,0,0,0,0
B,6945,1,0,0,0,0
B,6963,0,0,0,0,0
B,6976,0,0,0,0,0
B,6986,0,0,0,0,0
B,6988,0,0,0,0,0
B,6990,0,0,0,0,1
B,7021,1,0,0,0,0
B,7034,0,0,0,0,0
B,7036,0,0,0,0,0
B,7042,0,0,0,0,1
B,7043,1,0,0,0,0
B,7049,1,1,0,0,0
B,7052,0,0,0,0,0
B,7057,1,0,0,0,0
B,7061,1,0,0,0,0
B,7064,1,0,0,0,0
B,7069,1,0,0,0,0
B,7070,0,0,0,0,0
B,7084,0,0,0,0,0
B,7088,0,0,0,0,0
B,7089,1,0,0,0,0
B,7092,1,0,0,0,0
B,7102,0,0,0,0,0
B,7114,1,0,0,0,0
B,7120,0,0,0,0,1
B,7131,1,0,0,0,0
B,7137,0,0,0,0,0
B,7151,1,0,0,0,0
B,7164,1,0,0,0,0
B,7166,0,0,0,0,0
B,7169,0,0,0,0,0
B,7174,0,0,0,0,1
B,7202,1,0,0,0,0
B,7216,0,0,0,0,1
B,7219,0,0,0,0,0
B,7221,0,0,0,0,0
B,7231,1,0,0,0,0
B,7239,1,0,0,0,0
B,7250,1,0,0,0,0
B,7252,0,0,0,0,0
B,7254,0,0,0,0,0
B,7261,0,0,0,0,0
B,7264,1,0,0,0,0
B,7275,0,0,0,0,0
B,7286,0,0,0,0,1
B,7301,1,0,0,0,0
B,7304,1,0,0,0,0
B,7307,0,0,0,0,0
B,7311,1,0,0,0,0
B,7315,0,0,0,0,0
B,7321,1,0,0,0,0
B,7326,0,0,0,0,0
B,7330,0,0,0,0,0
B,7334,0,0,0,0,0
B,7339,1,0,0,0,0
B,7347,0,0,0,0,0
B,7356,0,0,0,0,0
B,7371,0,0,0,0,1
B,7378,0,0,0,0,0
B,7379,1,0,0,0,0
B,7387,0,0,0,0,0
B,7404,0,0,0,0,0
B,7410,0,0,0,0,0
B,7419,0,0,0,0,1
B,7422,0,0,0,0,0
B,7430,0,0,0,0,0
B,7512,1,0,0,0,0
B,7524,1,0,0,0,0
B,7528,1,0,0,0,0
B,7530,0,0,0,0,0
B,7547,0,0,0,0,0
B,7551,1,0,0,0,0
B,7555,1,0,0,0,0
B,7568,1,0,0,0,0
B,7576,1,0,0,0,0
B,7585,1,0,0,0,0
B,7586,1,0,0,0,0
B,7592,1,0,0,0,0
B,7597,0,0,0,0,0
B,7603,1,0,0,0,0
B,7633,0,0,0,0,1
B,7634,0,0,0,0,1
B,7636,1,0,0,0,0
B,7647,1,1,0,0,0
B,7650,0,0,0,0,0
B,7656,0,0,0,0,0
B,7681,1,0,0,0,0
B,7688,0,0,0,0,0
B,7690,1,0,0,0,0
B,7693,1,0,0,0,0
B,7695,1,0,0,0,0
B,7705,0,0,0,0,0
B,7709,0,0,0,0,0
B,7738,0,0,0,0,0
B,7747,0,0,0,0,0
B,7767,0,0,0,0,0
B,7787,1,0,0,0,0
B,7788,0,0,0,0,0
B,7789,1,0,0,0,0
B,7790,0,0,0,0,0
B,7818,1,0,0,0,0
B,7821,0,0,0,0,0
B,7832,0,0,0,0,0
B,7840,1,0,0,0,0
B,7846,0,0,0,0,0
B,7852,1,0,0,0,0
B,7865,0,0,0,0,0
B,7890,1,0,0,0,0
B,7894,1,0,0,0,0
B,7921,1,0,0,0,0
B,7922,0,0,0,0,0
B,7943,0,0,0,0,0
B,7949,1,0,0,0,0
B,7964,0,0,0,0,0
B,7973,0,0,0,0,0
B,7982,1,0,0,0,0
B,7995,0,0,0,0,0
B,8023,1,0,0,0,0
B,8024,0,0,0,0,0
B,8042,1,0,0,0,0
B,8049,1,0,0,0,0
B,8050,0,0,0,0,0
B,8100,1,0,0,0,0
B,8107,0,0,0,0,0
B,8112,0,0,0,0,0
B,8117,1,0,0,0,0
B,8120,1,0,0,0,0
B,8126,0,0,0,0,0
B,8135,0,0,0,0,0
B,8162,0,0,0,0,0
B,8201,0,0,0,0,0
B,8214,0,0,0,0,0
B,8227,0,0,0,0,0
B,8237,1,0,0,0,0
B,8239,0,0,0,0,0
B,8258,1,0,0,0,0
B,8278,0,0,0,0,0
B,8282,0,0,0,0,0
B,8285,0,0,0,0,1
B,8286,1,0,0,0,0
B,8296,1,0,0,0,0
B,8297,0,0,0,0,0
B,8305,1,0,0,0,0
B,8314,1,1,0,0,0
B,8319,1,0,0,0,0
B,8321,1,0,0,0,0
B,8331,1,0,0,0,0
B,8335,0,0,0,0,0
B,8339,1,0,0,0,0
B,8343,0,0,0,0,0
B,8349,1,0,0,0,0
B,8356,0,0,0,0,0
B,8361,1,0,0,0,0
B,8363,1,0,0,0,0
B,8381,0,0,0,0,0
B,8382,1,0,0,0,0
B,8384,1,0,0,0,0
B,8399,1,0,0,0,0
B,8400,0,0,0,0,0
B,8404,0,0,0,0,0
B,8410,0,0,0,0,1
B,8417,0,0,0,0,0
B,8424,0,0,0,0,0
B,8426,1,0,0,0,0
B,8428,0,0,0,0,0
B,8429,0,0,0,0,0
B,8430,0,0,0,0,0
B,8435,0,0,0,0,0
B,8444,0,0,0,0,0
B,8449,0,0,0,0,0
B,8453,0,0,0,0,0
B,8455,1,0,0,0,0
B,8464,1,0,0,0,0
B,8487,1,0,0,0,0
B,8502,1,0,0,0,0
B,8504,0,0,0,0,0
B,8509,1,1,0,0,0
B,8513,1,0,0,0,0
B,8517,1,0,0,0,0
B,8531,1,0,0,0,0
B,8547,1,0,0,0,0
B,8549,1,0,0,0,0
B,8553,1,0,0,0,0
B,8556,1,0,0,0,0
B,8563,0,0,0,0,0
B,8584,0,0,0,0,0
B,8586,1,0,0,0,0
B,8596,1,0,0,0,0
B,8608,0,0,0,0,0
