campaign,id,opened,clicked,purchased,dollars,unsub
A,3104,0,0,0,0,1
A,3129,1,0,0,0,0
A,3137,0,0,0,0,0
A,3142,1,0,0,0,0
A,3157,0,0,0,0,0
A,3158,1,0,0,0,0
A,3171,1,0,0,0,0
A,3189,1,1,0,0,0
A,3204,1,0,0,0,0
A,3238,1,0,0,0,0
A,3248,0,0,0,0,0
A,3259,0,0,0,0,0
A,3262,0,0,0,0,0
A,3277,0,0,0,0,0
A,3300,1,0,0,0,0
A,3314,0,0,0,0,0
A,3318,1,0,0,0,0
A,3319,1,0,0,0,0
A,3324,1,0,0,0,0
A,3344,1,0,0,0,0
A,3361,0,0,0,0,0
A,3365,1,0,0,0,0
A,3379,0,0,0,0,0
A,3391,0,0,0,0,0
A,3403,1,0,0,0,0
A,3408,0,0,0,0,1
A,3415,1,0,0,0,0
A,3416,1,1,0,0,0
A,3417,1,0,0,0,0
A,3470,1,0,0,0,0
A,3493,1,0,0,0,0
A,3508,1,0,0,0,0
A,3511,0,0,0,0,0
A,3530,1,0,0,0,0
A,3531,0,0,0,0,0
A,3532,1,0,0,0,0
A,3533,0,0,0,0,0
A,3542,0,0,0,0,0
A,3549,0,0,0,0,0
A,3560,0,0,0,0,0
A,3567,1,0,0,0,0
A,3581,1,0,0,0,0
A,3583,1,0,0,0,0
A,3629,0,0,0,0,0
A,3637,1,0,0,0,0
A,3638,0,0,0,0,0
A,3649,0,0,0,0,0
A,3656,1,0,0,0,0
A,3666,1,0,0,0,0
A,3673,0,0,0,0,0
A,3679,0,0,0,0,0
A,3682,0,0,0,0,1
A,3691,1,0,0,0,0
A,3693,0,0,0,0,0
A,3710,0,0,0,0,0
A,3727,1,0,0,0,0
A,3734,1,0,0,0,0
A,3736,0,0,0,0,1
A,3742,0,0,0,0,0
A,3758,1,0,0,0,0
A,3765,0,0,0,0,0
A,3782,1,1,0,0,0
A,3783,1,0,0,0,0
A,3785,1,0,0,0,0
A,3788,0,0,0,0,1
A,3794,0,0,0,0,0
A,3809,0,0,0,0,0
A,3812,1,0,0,0,0
A,3820,0,0,0,0,0
A,3823,0,0,0,0,0
A,3826,1,0,0,0,0
A,3829,1,0,0,0,0
A,3835,0,0,0,0,0
A,3836,1,1,1,25.99,0
A,3859,1,0,0,0,0
A,3861,0,0,0,0,0
A,3864,0,0,0,0,0
A,3865,0,0,0,0,0
A,3871,1,0,0,0,0
A,3883,1,0,0,0,0
A,3885,1,1,1,82.99,0
A,3888,0,0,0,0,0
A,3891,0,0,0,0,1
A,3899,1,0,0,0,0
A,3902,0,0,0,0,0
A,3905,0,0,0,0,0
A,3908,0,0,0,0,0
A,3910,0,0,0,0,0
A,3920,0,0,0,0,0
A,3927,0,0,0,0,0
A,3943,1,0,0,0,0
A,3957,1,0,0,0,0
A,3964,1,0,0,0,0
A,3968,0,0,0,0,0
A,3995,0,0,0,0,0
A,4001,0,0,0,0,0
A,4010,0,0,0,0,0
A,4032,1,0,0,0,0
A,4057,1,0,0,0,0
A,4067,0,0,0,0,0
A,4092,0,0,0,0,0
A,4106,0,0,0,0,0
A,4108,0,0,0,0,0
A,4120,1,0,0,0,0
A,4138,0,0,0,0,0
A,4142,0,0,0,0,0
A,4148,0,0,0,0,0
A,4181,1,0,0,0,0
A,4190,0,0,0,0,0
A,4200,0,0,0,0,1
A,4201,1,0,0,0,0
A,4205,1,0,0,0,0
A,4215,0,0,0,0,0
A,4217,0,0,0,0,0
A,4226,1,0,0,0,0
A,4256,0,0,0,0,0
A,4265,1,0,0,0,0
A,4293,0,0,0,0,0
A,4310,0,0,0,0,0
A,4318,1,0,0,0,0
A,4324,0,0,0,0,1
A,4334,0,0,0,0,0
A,4347,1,0,0,0,0
A,4355,0,0,0,0,0
A,4373,1,0,0,0,0
A,4379,1,0,0,0,0
A,4384,0,0,0,0,0
A,4395,0,0,0,0,0
A,4435,0,0,0,0,1
A,4438,0,0,0,0,0
A,4446,0,0,0,0,1
A,4447,0,0,0,0,0
A,4450,1,0,0,0,0
A,4456,0,0,0,0,0
A,4462,1,0,0,0,0
A,4468,0,0,0,0,0
A,4479,1,0,0,0,0
A,4482,1,0,0,0,0
A,4502,0,0,0,0,0
A,4514,0,0,0,0,0
A,4524,0,0,0,0,0
A,4540,1,0,0,0,0
A,4544,0,0,0,0,0
A,4553,1,0,0,0,0
A,4555,1,0,0,0,0
A,4556,0,0,0,0,0
A,4559,1,0,0,0,0
A,4560,0,0,0,0,0
A,4573,0,0,0,0,0
A,4580,0,0,0,0,0
A,4604,1,0,0,0,0
A,4622,0,0,0,0,0
A,4624,0,0,0,0,0
A,4637,0,0,0,0,0
A,4664,0,0,0,0,0
A,4674,1,0,0,0,0
A,4680,0,0,0,0,1
A,4684,0,0,0,0,0
A,4698,1,0,0,0,0
A,4728,0,0,0,0,0
A,4729,1,0,0,0,0
A,4730,0,0,0,0,0
A,4732,1,0,0,0,0
A,4740,0,0,0,0,1
A,4769,0,0,0,0,1
A,4775,0,0,0,0,0
A,4779,0,0,0,0,0
A,4822,1,0,0,0,0
A,4831,0,0,0,0,0
A,4856,0,0,0,0,1
A,4885,0,0,0,0,0
A,4887,0,0,0,0,0
A,4890,0,0,0,0,0
A,4905,1,0,0,0,0
A,4912,0,0,0,0,0
A,4923,1,0,0,0,0
A,4934,0,0,0,0,0
A,4948,0,0,0,0,0
A,4949,1,0,0,0,0
A,4956,1,0,0,0,0
A,4962,0,0,0,0,0
A,4969,1,0,0,0,0
A,4995,0,0,0,0,0
A,5001,0,0,0,0,1
A,5017,0,0,0,0,0
A,5033,0,0,0,0,0
A,5043,0,0,0,0,0
A,5063,1,1,0,0,0
A,5075,0,0,0,0,0
A,5076,0,0,0,0,0
A,5084,1,0,0,0,0
A,5085,0,0,0,0,0
A,5087,1,0,0,0,0
A,5089,1,0,0,0,0
A,5099,1,0,0,0,0
A,5101,1,0,0,0,0
A,5104,1,0,0,0,0
A,5130,0,0,0,0,0
A,5132,0,0,0,0,0
A,5136,1,0,0,0,0
A,5142,1,0,0,0,0
A,5143,0,0,0,0,0
A,5145,0,0,0,0,0
A,5148,0,0,0,0,0
A,5154,1,0,0,0,0
A,5163,0,0,0,0,0
A,5169,0,0,0,0,0
A,5170,0,0,0,0,0
A,5184,0,0,0,0,0
A,5186,1,0,0,0,0
A,5197,0,0,0,0,1
A,5201,1,0,0,0,0
A,5211,0,0,0,0,0
A,5213,1,0,0,0,0
A,5217,0,0,0,0,0
A,5226,0,0,0,0,0
A,5229,1,0,0,0,0
A,5236,0,0,0,0,0
A,5252,0,0,0,0,1
A,5278,0,0,0,0,0
A,5295,0,0,0,0,0
A,5296,1,0,0,0,0
A,5314,1,0,0,0,0
A,5316,0,0,0,0,0
A,5343,0,0,0,0,0
A,5354,1,0,0,0,0
A,5355,0,0,0,0,0
A,5366,0,0,0,0,0
A,5367,0,0,0,0,0
A,5382,1,0,0,0,0
A,5389,0,0,0,0,0
A,5391,0,0,0,0,1
A,5394,1,0,0,0,0
A,5401,1,0,0,0,0
A,5405,1,1,1,85.99,0
A,5407,0,0,0,0,0
A,5408,1,0,0,0,0
A,5409,0,0,0,0,0
A,5412,1,1,0,0,0
A,5431,1,0,0,0,0
A,5435,1,0,0,0,0
A,5439,1,0,0,0,0
A,5446,0,0,0,0,0
A,5448,1,0,0,0,0
A,5454,0,0,0,0,0
A,5465,1,0,0,0,0
A,5474,1,0,0,0,0
A,5476,1,0,0,0,0
A,5479,1,0,0,0,0
A,5481,1,0,0,0,0
A,5497,0,0,0,0,0
A,5500,0,0,0,0,1
A,5503,1,0,0,0,0
A,5518,0,0,0,0,0
A,5532,1,0,0,0,0
A,5545,1,0,0,0,0
A,5559,1,0,0,0,0
A,5564,1,0,0,0,0
A,5576,0,0,0,0,0
A,5581,0,0,0,0,1
A,5589,0,0,0,0,0
A,5591,1,0,0,0,0
A,5597,1,0,0,0,0
A,5598,0,0,0,0,0
A,5602,0,0,0,0,0
A,5612,0,0,0,0,0
A,5619,0,0,0,0,0
A,5638,0,0,0,0,0
A,5644,1,0,0,0,0
A,5647,0,0,0,0,0
A,5648,1,0,0,0,0
A,5649,1,0,0,0,0
A,5682,0,0,0,0,0
A,5693,1,0,0,0,0
A,5701,1,0,0,0,0
A,5704,0,0,0,0,0
A,5706,0,0,0,0,0
A,5714,0,0,0,0,1
A,5716,0,0,0,0,0
A,5725,0,0,0,0,0
A,5729,0,0,0,0,0
A,5738,0,0,0,0,1
A,5747,1,0,0,0,0
A,5750,1,0,0,0,0
A,5753,1,1,1,82.99,0
A,5755,0,0,0,0,0
A,5763,1,0,0,0,0
A,5789,1,0,0,0,0
A,5791,0,0,0,0,0
A,5801,1,0,0,0,0
A,5803,0,0,0,0,0
A,5815,1,0,0,0,0
A,5817,0,0,0,0,0
A,5818,0,0,0,0,0
A,5822,0,0,0,0,1
A,5841,1,0,0,0,0
A,5844,1,0,0,0,0
A,5877,1,0,0,0,0
A,5888,0,0,0,0,0
A,5893,0,0,0,0,0
A,5897,1,0,0,0,0
A,5899,0,0,0,0,1
A,5911,1,0,0,0,0
A,5916,1,0,0,0,0
A,5919,1,0,0,0,0
A,5926,1,0,0,0,0
A,5947,0,0,0,0,0
A,5954,0,0,0,0,0
A,5955,0,0,0,0,0
A,5962,0,0,0,0,0
A,5967,0,0,0,0,0
A,5968,0,0,0,0,0
A,5973,1,0,0,0,0
A,5982,1,0,0,0,0
A,5986,1,0,0,0,0
A,6018,1,0,0,0,0
A,6036,0,0,0,0,0
A,6039,1,0,0,0,0
A,6045,0,0,0,0,0
A,6055,1,0,0,0,0
A,6062,1,0,0,0,0
A,6070,1,0,0,0,0
A,6072,1,1,0,0,0
A,6079,0,0,0,0,0
A,6083,1,1,0,0,0
A,6097,1,1,1,27.99,0
A,6099,1,0,0,0,0
A,6109,0,0,0,0,0
A,6112,1,1,0,0,0
A,6126,1,0,0,0,0
A,6130,0,0,0,0,0
A,6163,1,0,0,0,0
A,6166,1,0,0,0,0
A,6167,0,0,0,0,0
A,6169,1,0,0,0,0
A,6172,0,0,0,0,0
A,6182,0,0,0,0,0
A,6183,0,0,0,0,0
A,6185,0,0,0,0,0
A,6206,1,0,0,0,0
A,6214,1,0,0,0,0
A,6216,1,0,0,0,0
A,6221,1,0,0,0,0
A,6266,1,0,0,0,0
A,6268,1,1,0,0,0
A,6269,0,0,0,0,0
A,6281,0,0,0,0,0
A,6284,0,0,0,0,1
A,6292,1,0,0,0,0
A,6309,0,0,0,0,0
A,6313,0,0,0,0,0
A,6315,1,0,0,0,0
A,6320,0,0,0,0,0
A,6330,0,0,0,0,0
A,6338,0,0,0,0,0
A,6352,0,0,0,0,0
A,6372,0,0,0,0,1
A,6403,1,0,0,0,0
A,6409,1,0,0,0,0
A,6437,1,0,0,0,0
A,6447,0,0,0,0,0
A,6456,1,0,0,0,0
A,6466,1,0,0,0,0
A,6478,0,0,0,0,0
A,6495,1,0,0,0,0
A,6497,0,0,0,0,0
A,6523,0,0,0,0,1
A,6533,0,0,0,0,0
A,6545,0,0,0,0,0
A,6570,0,0,0,0,0
A,6600,1,0,0,0,0
A,6614,1,1,0,0,0
A,6615,1,0,0,0,0
A,6629,1,0,0,0,0
A,6632,0,0,0,0,1
A,6633,0,0,0,0,0
A,6639,1,0,0,0,0
A,6646,0,0,0,0,0
A,6648,0,0,0,0,0
A,6651,1,0,0,0,0
A,6661,0,0,0,0,0
A,6663,1,0,0,0,0
A,6685,1,0,0,0,0
A,6687,0,0,0,0,0
A,6705,0,0,0,0,0
A,6706,0,0,0,0,0
A,6707,1,0,0,0,0
A,6731,1,0,0,0,0
A,6732,0,0,0,0,0
A,6733,0,0,0,0,0
A,6743,1,0,0,0,0
A,6749,0,0,0,0,0
A,6750,1,0,0,0,0
A,6751,0,0,0,0,0
A,6756,0,0,0,0,0
A,6758,0,0,0,0,0
A,6764,0,0,0,0,0
A,6769,0,0,0,0,0
A,6775,1,0,0,0,0
A,6780,0,0,0,0,0
A,6788,1,0,0,0,0
A,6803,1,0,0,0,0
A,6807,1,0,0,0,0
A,6809,1,0,0,0,0
A,6816,1,0,0,0,0
A,6817,0,0,0,0,0
A,6819,1,0,0,0,0
A,6824,1,0,0,0,0
A,6828,1,0,0,0,0
A,6837,0,0,0,0,0
A,6844,0,0,0,0,0
A,6849,0,0,0,0,0
A,6857,0,0,0,0,0
A,6874,1,0,0,0,0
A,6904,0,0,0,0,1
A,6911,1,0,0,0,0
A,6939,0,0,0,0,0
A,6962,0,0,0,0,0
A,6969,0,0,0,0,0
A,6971,1,0,0,0,0
A,6972,1,0,0,0,0
A,6973,0,0,0,0,0
A,6982,1,0,0,0,0
A,6984,0,0,0,0,0
A,6999,0,0,0,0,0
A,7031,0,0,0,0,0
A,7038,0,0,0,0,0
A,7063,1,0,0,0,0
A,7112,1,0,0,0,0
A,7118,0,0,0,0,0
A,7140,0,0,0,0,0
A,7162,0,0,0,0,1
A,7163,1,0,0,0,0
A,7170,1,1,0,0,0
A,7182,1,0,0,0,0
A,7201,0,0,0,0,0
A,7203,0,0,0,0,0
A,7211,0,0,0,0,0
A,7223,0,0,0,0,0
A,7227,0,0,0,0,0
A,7230,0,0,0,0,0
A,7236,1,0,0,0,0
A,7241,0,0,0,0,0
A,7243,1,0,0,0,0
A,7244,0,0,0,0,0
A,7253,0,0,0,0,0
A,7265,1,0,0,0,0
A,7272,0,0,0,0,0
A,7297,0,0,0,0,0
A,7332,0,0,0,0,0
A,7340,0,0,0,0,0
A,7355,1,0,0,0,0
A,7369,1,0,0,0,0
A,7381,0,0,0,0,0
A,7383,1,0,0,0,0
A,7388,1,0,0,0,0
A,7403,0,0,0,0,0
A,7408,1,0,0,0,0
A,7415,1,0,0,0,0
A,7421,0,0,0,0,0
A,7425,0,0,0,0,0
A,7438,0,0,0,0,0
A,7449,1,0,0,0,0
A,7452,0,0,0,0,0
A,7457,0,0,0,0,0
A,7467,0,0,0,0,0
A,7470,1,0,0,0,0
A,7480,0,0,0,0,0
A,7482,1,0,0,0,0
A,7495,0,0,0,0,0
A,7502,1,0,0,0,0
A,7521,1,1,0,0,0
A,7532,0,0,0,0,1
A,7540,1,0,0,0,0
A,7542,0,0,0,0,0
A,7561,0,0,0,0,0
A,7571,0,0,0,0,0
A,7577,1,0,0,0,0
A,7582,0,0,0,0,0
A,7591,1,0,0,0,0
A,7598,1,0,0,0,0
A,7625,1,0,0,0,0
A,7658,1,0,0,0,0
A,7671,0,0,0,0,0
A,7687,0,0,0,0,0
A,7691,1,0,0,0,0
A,7692,0,0,0,0,0
A,7712,0,0,0,0,0
A,7723,0,0,0,0,0
A,7724,1,0,0,0,0
A,7725,1,0,0,0,0
A,7739,1,0,0,0,0
A,7752,0,0,0,0,0
A,7757,1,0,0,0,0
A,7761,0,0,0,0,0
A,7779,0,0,0,0,0
A,7781,1,0,0,0,0
A,7798,0,0,0,0,0
A,7805,1,1,1,68.99,0
A,7812,0,0,0,0,1
A,7819,1,0,0,0,0
A,7835,1,0,0,0,0
A,7845,1,0,0,0,0
A,7849,0,0,0,0,0
A,7856,1,0,0,0,0
A,7858,1,0,0,0,0
A,7860,0,0,0,0,0
A,7866,0,0,0,0,0
A,7913,0,0,0,0,0
A,7928,1,0,0,0,0
A,7939,1,0,0,0,0
A,7946,1,0,0,0,0
A,7948,1,0,0,0,0
A,7952,0,0,0,0,0
A,7953,0,0,0,0,0
A,7959,0,0,0,0,0
A,7976,1,0,0,0,0
A,7988,0,0,0,0,0
A,7996,1,0,0,0,0
A,8000,1,0,0,0,0
A,8010,0,0,0,0,0
A,8014,1,0,0,0,0
A,8032,1,0,0,0,0
A,8035,0,0,0,0,0
A,8039,0,0,0,0,0
A,8045,0,0,0,0,0
A,8046,1,0,0,0,0
A,8077,0,0,0,0,0
A,8104,1,0,0,0,0
A,8123,1,0,0,0,0
A,8129,0,0,0,0,0
A,8140,1,0,0,0,0
A,8147,0,0,0,0,0
A,8152,0,0,0,0,0
A,8157,0,0,0,0,0
A,8159,1,0,0,0,0
A,8170,0,0,0,0,1
A,8172,1,0,0,0,0
A,8175,1,0,0,0,0
A,8178,1,0,0,0,0
A,8198,0,0,0,0,0
A,8203,1,0,0,0,0
A,8208,0,0,0,0,0
A,8221,0,0,0,0,0
A,8231,1,0,0,0,0
A,8233,0,0,0,0,0
A,8260,1,0,0,0,0
A,8266,1,0,0,0,0
A,8269,1,0,0,0,0
A,8270,0,0,0,0,0
A,8273,0,0,0,0,0
A,8275,1,0,0,0,0
A,8276,1,0,0,0,0
A,8277,0,0,0,0,0
A,8283,1,0,0,0,0
A,8287,0,0,0,0,0
A,8294,0,0,0,0,0
A,8298,1,0,0,0,0
A,8303,1,0,0,0,0
A,8316,1,0,0,0,0
A,8328,1,1,1,26.99,0
A,8336,0,0,0,0,0
A,8338,0,0,0,0,0
A,8340,0,0,0,0,0
A,8352,1,0,0,0,0
A,8353,1,0,0,0,0
A,8375,0,0,0,0,0
A,8378,0,0,0,0,0
A,8391,1,0,0,0,0
A,8413,0,0,0,0,0
A,8422,0,0,0,0,0
A,8427,0,0,0,0,0
A,8450,0,0,0,0,1
A,8459,0,0,0,0,0
A,8461,0,0,0,0,0
A,8468,1,0,0,0,0
A,8510,1,1,0,0,0
A,8518,1,0,0,0,0
A,8521,0,0,0,0,0
A,8530,1,0,0,0,0
A,8537,0,0,0,0,0
A,8540,1,0,0,0,0
A,8542,0,0,0,0,0
A,8544,1,0,0,0,0
A,8557,1,0,0,0,0
A,8561,0,0,0,0,0
A,8572,0,0,0,0,0
A,8590,0,0,0,0,0
A,8604,0,0,0,0,1
A,8609,1,0,0,0,0
A,8612,1,0,0,0,0
A,8622,0,0,0,0,1
A,8687,0,0,0,0,0
A,8693,1,0,0,0,0
A,8694,1,0,0,0,0
A,8699,0,0,0,0,0
A,8709,1,0,0,0,0
A,8711,0,0,0,0,0
A,8730,0,0,0,0,0
A,8739,1,0,0,0,0
A,8756,1,0,0,0,0
A,8760,1,0,0,0,0
A,8765,0,0,0,0,0
A,8783,0,0,0,0,0
A,8794,0,0,0,0,0
A,8796,1,0,0,0,0
A,8797,1,0,0,0,0
A,8798,1,0,0,0,0
A,8807,0,0,0,0,0
A,8809,1,0,0,0,0
A,8831,1,0,0,0,0
A,8839,0,0,0,0,0
A,8846,0,0,0,0,0
A,8848,1,0,0,0,0
A,8857,0,0,0,0,0
A,8867,1,0,0,0,0
A,8869,1,0,0,0,0
A,8875,1,0,0,0,0
A,8895,0,0,0,0,1
A,8897,0,0,0,0,1
A,8917,1,0,0,0,0
A,8953,0,0,0,0,1
A,8959,1,0,0,0,0
A,8965,0,0,0,0,0
A,8967,0,0,0,0,0
A,8972,0,0,0,0,0
A,8974,0,0,0,0,0
A,8977,0,0,0,0,0
A,8978,0,0,0,0,0
A,8983,0,0,0,0,0
A,8991,1,0,0,0,0
A,8995,0,0,0,0,0
A,9001,1,0,0,0,0
A,9009,0,0,0,0,0
A,9010,1,0,0,0,0
A,9017,0,0,0,0,0
A,9018,1,0,0,0,0
A,9020,0,0,0,0,0
A,9028,0,0,0,0,0
A,9037,0,0,0,0,0
A,9050,0,0,0,0,0
A,9063,0,0,0,0,0
A,9065,1,0,0,0,0
A,9089,1,0,0,0,0
A,9093,1,0,0,0,0
A,9107,0,0,0,0,0
A,9109,0,0,0,0,0
A,9121,1,0,0,0,0
A,9131,0,0,0,0,0
A,9139,0,0,0,0,0
A,9144,1,0,0,0,0
A,9151,1,0,0,0,0
A,9171,0,0,0,0,0
A,9178,0,0,0,0,0
A,9188,0,0,0,0,0
A,9218,0,0,0,0,0
A,9222,0,0,0,0,0
A,9228,1,0,0,0,0
A,9242,1,0,0,0,0
A,9249,1,0,0,0,0
A,9261,0,0,0,0,0
A,9262,1,0,0,0,0
A,9263,0,0,0,0,0
A,9268,1,0,0,0,0
A,9270,0,0,0,0,1
A,9275,1,0,0,0,0
A,9286,0,0,0,0,0
A,9289,0,0,0,0,0
A,9302,0,0,0,0,0
A,9309,1,0,0,0,0
A,9314,0,0,0,0,0
A,9319,0,0,0,0,0
A,9320,0,0,0,0,0
A,9328,1,0,0,0,0
A,9331,0,0,0,0,0
A,9345,0,0,0,0,0
A,9350,0,0,0,0,0
A,9353,1,0,0,0,0
A,9366,0,0,0,0,0
A,9371,0,0,0,0,0
A,9391,1,0,0,0,0
A,9398,0,0,0,0,1
A,9421,1,0,0,0,0
A,9425,0,0,0,0,0
A,9443,0,0,0,0,1
A,9455,0,0,0,0,0
A,9474,0,0,0,0,0
A,9479,0,0,0,0,1
A,9482,0,0,0,0,0
A,9491,1,0,0,0,0
A,9493,0,0,0,0,0
A,9498,0,0,0,0,0
A,9509,0,0,0,0,0
A,9517,1,1,0,0,0
A,9531,0,0,0,0,0
A,9538,0,0,0,0,0
A,9562,0,0,0,0,0
